AnnualIncome,CreditScore,LoanAmount,MonthlyDebtPayments,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,RiskScore,LoanApproved
75237,498,41431,285,22732,1733,130088,42656,55.0,0
216767,557,10603,557,5023,1614,119465,18405,48.0,1
29480,624,16867,361,6946,329,293918,5006,35.2,1
79843,555,19215,690,2515,916,86930,9483,41.6,1
43119,618,22637,374,657,1222,19425,15331,50.0,0
68448,581,51407,362,484,940,59511,5350,57.0,0
56506,594,21544,389,4019,107,12552,27696,61.0,0
27225,433,22851,421,1523,4871,74855,25787,57.0,0
48703,482,10310,662,1841,2027,26929,3823,64.0,0
50291,551,14547,227,1033,1216,53455,11420,50.0,0
49697,527,13569,1203,2330,626,46887,40802,55.0,0
84530,488,19696,257,2353,2617,56297,67687,55.0,0
204742,516,16015,338,1721,1874,100923,11836,36.0,1
15104,550,14424,265,9823,2553,37021,32349,53.0,0
131852,653,14605,288,12529,1507,14036,9988,36.8,1
80854,437,71621,699,2482,2737,125492,14397,50.0,0
36503,644,52779,229,3276,237,92279,64073,47.0,0
35137,573,4699,209,7875,5531,22872,32402,44.0,1
76592,523,13091,590,15172,321,72914,23330,45.6,1
38111,485,11546,401,893,4471,8838,5765,53.0,0
44609,511,12667,553,10394,699,34502,14900,56.0,0
25956,604,58948,1281,461,1471,350302,13606,54.0,0
26785,612,18298,823,4573,464,48883,11755,54.0,0
25855,487,9043,216,10263,1787,30835,68541,57.0,0
41591,615,20339,210,6497,358,291156,32904,39.2,1
52715,579,41874,306,8571,619,242533,54535,50.0,0
62915,640,37896,360,2658,951,403113,98055,52.0,0
31220,578,26780,1051,765,3444,25548,26659,59.0,0
77023,602,35974,1102,4584,1654,82819,29708,45.0,0
22004,531,38469,136,1402,421,11624,14144,66.0,0
77604,613,25276,367,2201,985,186396,15702,48.0,0
33555,593,11467,168,1325,6466,12022,55422,53.0,0
131370,519,19471,389,1600,2686,97488,67042,54.0,0
67761,572,51983,488,4517,4915,58446,18256,50.0,0
87136,554,19287,149,4190,1335,60649,2206,37.6,1
47257,635,21079,451,8315,630,43027,34695,55.0,0
77455,587,12345,526,1923,789,217760,44837,42.400000000000006,1
22997,599,9827,364,5096,2803,26457,38616,68.0,0
27330,511,15571,299,1965,707,173266,83561,54.0,0
41889,578,13778,454,1094,429,125731,16998,49.0,0
120399,524,17616,792,2730,6834,34795,22590,55.0,0
77002,468,24544,482,1632,2902,26152,10779,56.0,0
15000,627,13772,640,2276,118,8228,10095,52.0,0
25340,580,24310,248,26699,970,27669,74192,53.0,0
39796,566,22758,796,14897,868,36976,7212,54.0,0
104938,562,77916,355,2565,1772,127966,9045,51.0,0
52927,604,34499,1093,2172,2649,12756,129778,50.0,0
15000,593,23766,544,802,2661,124353,15836,53.0,0
23822,561,10539,299,1312,1702,60947,153725,58.0,0
98285,551,26520,216,725,1231,1153531,148333,39.2,1
51368,539,23166,298,332,775,34338,34560,53.0,0
48825,501,17203,484,1664,1277,230544,9018,52.0,0
85184,630,20065,933,13051,1566,17607,12516,50.0,0
38896,611,24169,322,4336,1125,16627,10276,49.0,0
93365,595,36391,381,2516,2624,144964,126022,59.0,0
136998,595,19829,226,1146,984,90258,214960,41.6,1
67855,557,25209,403,2167,3965,88736,26222,57.0,0
38750,638,21918,692,1527,763,89310,18746,54.0,0
36944,623,12669,363,759,2964,218300,40549,48.0,0
37433,501,15580,721,15297,1226,23783,14265,56.0,0
15000,560,26341,286,3495,761,175958,60961,61.0,0
23180,468,54741,273,3850,1021,11600,7314,53.0,0
90596,577,19420,481,3071,1181,131792,12642,43.2,1
47752,550,25848,276,7201,137,69974,15534,52.0,0
123449,566,24690,206,1920,355,96544,43066,43.2,1
49887,593,22569,618,5323,2608,96822,220878,58.0,0
91055,484,11353,585,3684,1918,153072,99801,48.0,0
15508,597,11067,383,3455,1491,45826,54798,54.0,0
35407,622,11004,446,16395,224,66688,164328,66.0,0
55262,673,33090,642,828,1121,114240,13183,42.0,0
35312,600,42041,136,1805,770,114154,48819,57.0,0
110829,601,15915,201,4710,2416,128846,27438,40.8,1
15000,382,55418,285,11210,637,20388,117899,61.0,0
38443,600,27070,932,1764,266,40414,21847,51.0,0
111442,575,31138,243,830,1039,70241,9516,42.400000000000006,1
92391,619,24810,335,797,693,29633,20975,58.0,0
31916,574,9659,311,345,93,38535,95260,40.8,1
28552,568,14229,160,2936,1259,67047,7326,72.0,0
88666,574,34186,127,593,2818,234315,4211,61.0,0
28649,535,11838,345,2263,2833,18050,13784,60.0,0
30209,530,29777,554,218,1080,147066,46291,51.0,0
77499,507,41064,301,23689,719,89943,123039,52.0,0
52658,519,21258,417,1339,3839,56810,46806,59.0,0
50652,658,57679,377,989,608,16878,32396,44.0,0
61486,613,22677,130,1058,6507,136345,30402,45.0,0
62485,590,27617,438,3103,1001,205976,21076,49.0,0
44079,573,23926,614,2211,1145,78721,53650,71.0,0
44626,616,22902,815,3475,1116,49334,49130,48.0,0
15000,600,19731,352,16900,1219,18119,37741,53.0,0
33434,566,12361,387,4473,779,325348,164197,51.0,0
33561,638,53055,354,734,248,52814,18920,53.0,0
26861,536,12420,563,4098,2518,200584,30016,48.0,0
24277,560,50262,533,3990,4174,322488,26010,57.0,0
33750,531,23185,508,981,626,70183,45754,54.0,0
32397,593,13151,892,4214,251,79435,10111,49.0,0
40422,513,22555,887,3483,3131,60746,37666,72.0,0
29637,421,22555,319,1741,1819,9943,9835,51.0,0
63443,611,30007,433,903,1176,247081,17976,61.0,0
66715,504,22461,450,2844,3673,128114,13896,51.0,0
57935,459,33335,248,7508,332,46057,18215,53.0,0
88691,491,25978,547,9673,119,130226,3314,41.6,1
31902,556,48892,290,430,581,110788,74643,65.0,0
34995,557,12923,226,3560,666,478516,89176,46.0,0
48142,608,25955,236,2859,1561,102349,27775,47.0,0
39954,558,11424,257,1463,1068,58465,7059,53.0,0
27861,592,9795,594,2163,802,90382,70739,51.0,0
42634,552,28535,280,1573,858,50696,11196,53.0,0
147328,526,4750,400,1744,294,54536,35030,40.0,1
29595,609,14194,612,4387,3381,97536,1221,49.0,0
23483,537,24794,444,3299,2064,114916,151652,57.0,0
27328,575,13870,552,669,890,26657,4924,51.0,0
66996,593,20059,555,836,903,233340,48410,39.2,1
53701,551,33758,706,1881,960,18354,54943,52.0,0
87984,580,30955,809,2297,154,15389,34750,49.0,0
252597,622,26125,723,13203,1062,101937,22184,36.0,1
73636,521,25190,278,6210,987,25366,5691,40.8,1
95828,516,21089,1161,1038,364,17513,17031,52.0,0
296766,557,15798,205,365,338,79716,13620,48.8,1
63386,526,11544,281,1687,231,11138,27634,40.8,1
41187,636,20231,411,14380,1622,100694,38388,51.0,0
28358,512,19042,313,657,324,105612,32615,70.0,0
81678,569,24342,536,50760,478,80730,27266,56.0,0
18194,503,49623,1067,5974,931,42655,8874,55.0,0
15000,579,17335,1257,10923,3169,311152,16669,52.0,0
29707,604,32426,338,1434,2712,42709,6048,55.0,0
82684,595,17590,574,8332,995,92209,378159,44.8,1
71507,625,29432,165,5447,952,17199,134099,44.0,1
46646,604,21957,548,3575,1054,58158,35041,60.0,0
64082,545,8521,821,5962,983,70407,13321,60.0,0
65300,487,32321,814,5281,1916,75058,15410,57.0,0
66761,597,36768,428,798,1053,1043624,8474,35.2,1
49339,534,23336,272,2962,1488,57830,8293,54.0,0
102366,603,15448,664,20805,426,107239,34401,38.400000000000006,1
54667,563,15410,186,2355,74,21087,34960,49.0,0
44414,563,67590,163,9629,644,246518,25562,69.0,0
59133,589,24044,120,18735,886,55610,97999,58.0,0
32582,602,54632,512,7353,2719,12475,10599,51.0,0
73981,583,19697,940,2684,700,6822,10919,45.6,1
51200,554,24308,253,5065,100,88290,16959,59.0,0
49550,585,62899,479,3571,825,75084,17972,54.0,0
53943,600,15056,291,787,5685,6472,18907,53.0,0
82871,619,29284,580,1202,523,133674,40070,48.0,0
23584,579,38696,358,3059,2373,224204,28555,55.0,0
49177,520,24778,236,777,124,27843,12837,58.0,0
142017,536,25516,191,1590,844,234696,3967,37.6,1
32485,564,23306,532,2533,787,121591,23488,50.0,0
82980,547,31094,344,3152,697,15995,54672,50.0,0
50428,624,59608,399,6331,1153,25986,7482,46.0,0
91360,575,43856,305,406,1315,93711,106988,49.0,0
26125,508,18330,348,6773,2642,125790,15070,58.0,0
60328,536,21254,321,1693,1061,57037,16229,40.8,1
215681,593,13177,448,2237,1507,60566,251576,43.2,1
41691,554,58407,449,9928,7419,108488,35132,55.0,0
58838,544,17802,404,1617,811,96940,24534,42.400000000000006,1
70497,491,45366,408,1420,1295,37358,13492,55.0,0
15000,565,13190,268,1537,1084,159347,35810,50.0,0
45189,581,28376,311,565,1528,74326,50074,54.0,0
24067,629,14157,285,261,783,18712,68202,56.0,0
82925,537,35292,599,1960,301,62361,104674,51.0,0
41040,580,17998,181,10934,640,106567,6529,63.0,0
26345,646,29161,393,2303,2944,27352,32612,53.0,0
33625,571,27132,564,4454,552,41618,9617,54.0,0
50289,518,19354,328,11723,5134,106862,65362,55.0,0
233264,618,32720,317,3718,3899,45496,63285,36.0,1
140691,549,35350,658,4679,757,113076,19175,36.0,1
66472,620,28189,165,2340,6106,27312,43817,53.0,0
98484,643,13706,299,5367,163,60933,106739,39.2,1
84467,617,36977,507,1978,546,93256,9016,48.0,0
32310,532,29796,487,4982,2308,31630,5403,54.0,0
27766,607,25357,404,4585,1627,34117,30087,51.0,0
84794,576,27625,352,4512,2319,63017,8160,60.0,0
31514,619,7913,592,13463,484,203154,10124,53.0,0
127404,626,22839,181,1118,424,26563,15034,38.400000000000006,1
21556,633,6795,394,4382,627,18504,12892,58.0,0
22681,409,23014,397,2547,2478,29785,12060,57.0,0
106728,629,52869,618,1214,3755,191343,15033,41.0,0
33051,508,26873,293,210,6881,153671,9877,53.0,0
38932,543,26302,343,1409,832,153106,72372,55.0,0
63145,531,35420,510,1874,962,79654,148533,50.0,0
99884,547,23741,471,1847,2415,43927,14475,57.0,0
79736,577,26484,323,2145,253,125867,146071,65.0,0
43173,521,16615,599,17590,1177,26546,31557,54.0,0
73099,620,23973,464,3545,1129,66995,25656,38.400000000000006,1
49588,488,24355,485,972,1358,80744,6906,51.0,0
53694,548,9649,662,2359,768,52522,94845,56.0,0
208039,588,36187,376,3259,2685,92095,14379,36.0,1
74096,541,17928,392,8220,918,55827,6597,67.0,0
31926,537,17021,574,7120,369,62145,23156,53.0,0
84075,607,17615,285,3442,2504,30131,11828,48.0,0
52786,541,7749,344,1997,517,65976,45018,40.0,1
47865,551,8876,425,2162,404,54768,7365,42.400000000000006,1
54022,572,22489,249,487,6529,98975,70631,51.0,0
29609,583,24406,170,509,1074,113010,50632,64.0,0
46048,639,33359,189,4323,6511,19841,12279,56.0,0
15000,637,13688,250,8494,1090,15736,3565,55.0,0
51148,515,11364,295,2394,1280,17459,16867,44.8,1
90796,659,41952,345,1204,625,422249,14155,37.6,1
56507,521,29735,511,633,218,67578,18826,53.0,0
38162,582,18921,242,10654,1152,39197,80577,61.0,0
71419,606,37152,300,8654,1022,150046,21773,45.0,0
17664,482,50927,280,5910,3757,23197,19998,56.0,0
22876,579,28262,344,2614,2946,502163,70827,48.0,0
73636,590,15908,297,1185,2133,685684,4765,37.6,1
77192,582,7396,708,7056,278,152088,4495,41.6,1
82855,652,22458,658,430,99,179568,13565,31.200000000000003,1
37135,576,13991,202,1195,1010,44640,27312,56.0,0
108752,578,11176,375,1658,296,36034,41296,40.8,1
19217,579,18581,519,9163,834,9997,8257,53.0,0
42677,546,50073,235,5230,1661,52689,81119,53.0,0
68655,607,24783,257,4627,528,84749,4107,41.6,1
54366,508,36533,355,3693,60,348550,3976,49.0,0
22762,587,46663,616,3606,1753,118615,37805,53.0,0
201487,650,12391,1258,2840,604,176668,5480,31.200000000000003,1
37867,538,19193,550,860,1234,42175,109840,57.0,0
37539,514,19101,543,8475,4360,38679,7989,63.0,0
68405,587,39100,744,28248,956,29204,11249,53.0,0
127750,570,19964,647,1249,515,43740,10967,40.0,1
60088,654,14852,524,12216,733,27859,1434,36.0,1
97735,550,21509,511,3884,5119,88195,34274,38.400000000000006,1
31330,576,13754,434,8536,2273,60769,17953,59.0,0
109526,481,13177,801,1324,2279,68970,5702,55.0,0
51205,594,18593,325,1739,693,89597,59170,50.0,0
46009,508,40230,514,6254,751,23250,6631,54.0,0
41222,613,18998,523,840,363,89674,55351,57.0,0
57264,600,12067,244,2323,3836,27575,37847,50.0,0
46345,673,37338,399,2067,2679,4746,15476,53.0,0
45655,447,52041,261,1462,2020,135507,13881,52.0,0
41914,520,19045,305,5034,2854,37805,87744,59.0,0
28030,561,26547,590,5507,134,52001,41187,55.0,0
52377,630,14501,257,15462,1423,81856,19452,36.8,1
17611,613,17859,316,3294,347,5604,11168,53.0,0
27693,507,16360,263,4131,292,24881,10580,51.0,0
43248,597,4173,311,3098,4177,292817,144462,48.0,0
98236,604,21405,142,6530,1491,23606,73715,40.8,1
25102,539,17971,413,1366,162,21990,23520,56.0,0
42957,457,30760,370,5415,2010,80559,74602,54.0,0
102660,584,28882,736,6892,629,125136,21198,40.0,1
72039,629,42592,909,2613,935,31139,114935,46.0,0
82591,638,20332,409,698,2261,22043,22400,38.400000000000006,1
44001,569,12492,437,2922,1105,39869,132026,56.0,0
37023,608,22990,264,2445,410,40592,110999,54.0,0
75193,640,26868,1069,1401,4521,15496,29732,51.0,0
124156,543,21919,155,5540,904,66028,49487,41.6,1
91824,578,13747,644,4342,1263,130512,54570,44.8,1
189154,509,11222,411,4456,3706,42599,20156,38.400000000000006,1
118125,605,25196,385,3997,2425,80802,48440,38.400000000000006,1
44198,515,8452,601,2817,1447,57038,10721,55.0,0
18451,548,17436,316,3795,647,357931,115607,55.0,0
77606,496,30599,472,14976,874,26728,20037,64.0,0
119213,649,22177,256,2362,1993,66201,13212,38.400000000000006,1
15000,392,24740,309,1899,734,26029,40605,55.0,0
18955,535,32809,290,2466,1684,243240,103231,49.0,0
36128,482,17835,292,6942,2062,137916,24397,51.0,0
35726,557,12673,398,357,1621,18524,12258,59.0,0
17147,606,30910,400,20972,524,79170,32839,56.0,0
51910,609,20441,396,2128,2431,55143,99681,48.0,0
80554,559,39918,228,1139,845,337666,70234,50.0,0
34529,528,22651,299,1110,7091,9972,3435,57.0,0
15782,579,20073,166,1228,992,53141,3486,58.0,0
56650,528,6830,1012,1257,327,43186,30472,66.0,0
29825,614,33519,315,3101,326,379079,10100,43.0,0
27481,547,35253,2390,1072,2499,64843,32945,61.0,0
80380,572,9399,328,938,116,46937,42344,39.2,1
98952,488,28386,391,4432,4481,358770,13165,39.2,1
34958,609,32416,312,334,460,50685,71307,57.0,0
78820,567,22749,290,507,1138,6490,16316,46.400000000000006,1
27063,615,17380,273,2220,202,52777,118913,48.0,0
48542,555,25640,150,1998,1081,501290,34396,39.2,1
33027,453,17851,555,154,388,107176,90460,52.0,0
17103,502,20855,906,2607,1828,89182,2512,52.0,0
27107,608,5958,448,2316,2344,79465,41006,52.0,0
70866,659,15623,996,2178,241,228687,26982,35.2,1
19427,642,11734,503,1358,1988,249787,8917,49.0,0
46451,657,38507,462,4019,1985,44013,61935,53.0,0
111389,611,17052,268,4249,8364,68022,20593,38.400000000000006,1
37884,537,12497,428,4015,6266,171547,229303,55.0,0
18380,548,29539,400,8102,2392,25631,37779,59.0,0
31619,592,15183,184,12888,2179,74868,12277,56.0,0
73069,581,20295,362,5363,623,163154,104389,49.0,0
25671,643,20146,448,2021,1438,199792,44541,51.0,0
135320,611,28691,462,5240,527,29567,401820,58.0,0
89962,593,10828,287,144,1366,20345,18984,44.8,1
46636,607,27076,616,2562,6078,8640,9455,57.0,0
58273,586,25207,368,428,399,46326,42710,66.0,0
48985,528,17578,396,1161,1434,44190,15680,58.0,0
53870,514,37846,614,2649,9216,76977,39695,56.0,0
48204,580,28801,218,3318,4298,29799,10916,58.0,0
70433,530,41410,468,4733,572,100969,25027,54.0,0
94499,548,36599,96,2009,11563,44191,27862,53.0,0
29863,552,32573,709,2620,5852,49428,16522,55.0,0
29437,548,11151,413,2205,796,43095,37878,58.0,0
36177,572,41102,514,755,287,64536,23754,57.0,0
35258,551,41732,255,1227,1922,25649,94402,59.0,0
113456,595,10571,447,14349,2168,94258,8352,41.6,1
16154,567,11762,423,4730,1851,218737,28993,56.0,0
68113,623,17604,453,2158,1583,84860,5739,45.0,0
110993,597,33641,222,3752,4106,19475,4981,53.0,0
25275,604,25598,387,2659,342,64453,49230,52.0,0
142514,531,60540,565,10005,2312,210952,37125,56.0,0
92471,596,20216,652,7023,207,52529,27747,39.2,1
33508,541,16709,160,1461,1552,41802,11060,53.0,0
49027,566,31070,244,3079,6223,61197,53819,52.0,0
30917,522,24170,895,3659,1615,23424,23082,61.0,0
29446,571,44705,384,7032,2124,37949,1342,60.0,0
39523,604,26315,191,4527,1052,41474,8953,61.0,0
103543,605,38286,589,12043,943,110536,11902,43.0,0
32451,619,17896,280,658,642,107599,20204,46.0,0
42111,585,11537,306,952,2897,356952,14137,48.0,0
33884,452,21043,241,2100,829,55451,4495,51.0,0
64775,468,21427,559,1844,1967,65211,35736,51.0,0
86660,490,20981,326,2503,2375,55661,67037,57.0,0
26023,385,31592,239,5658,1020,297037,46933,46.0,0
15000,585,22882,1116,6075,1105,121164,47044,51.0,0
40494,464,28497,1103,2408,482,72888,17015,52.0,0
43720,487,50182,300,1177,1290,39195,134257,53.0,0
45172,615,11063,195,4743,1260,248792,51422,36.8,1
42545,552,15248,356,1045,762,20359,119970,57.0,0
66694,523,16406,191,2631,112,36268,16349,54.0,0
30168,590,29428,311,899,1451,112707,39286,50.0,0
18182,583,21201,562,1449,3762,159190,226404,60.0,0
58373,511,9385,670,3620,6212,89351,13319,59.0,0
25546,601,22689,365,2009,269,38396,1267,49.0,0
22948,537,44022,617,4398,972,39886,26121,56.0,0
95132,686,21642,359,1556,1931,24929,26910,38.400000000000006,1
25796,624,30311,254,17238,372,284072,49642,50.0,0
36030,639,34884,399,2178,900,833281,2993,53.0,0
150609,629,35551,780,1497,1669,72396,23150,60.0,0
146666,579,25628,157,4445,20390,24835,12800,44.0,1
117618,638,9370,173,670,803,124069,147703,42.400000000000006,1
64753,578,21278,1248,1763,487,41680,22669,52.0,0
118872,633,15555,566,2288,679,240840,20117,36.0,1
183810,521,14931,375,15718,1218,16936,28355,43.2,1
108049,523,17413,524,1617,515,48384,64051,48.8,1
62106,613,30260,368,2939,4171,24980,12299,55.0,0
76794,551,17759,371,11863,246,38543,9147,68.0,0
49157,544,15186,556,7896,189,13123,23685,53.0,0
51117,552,37357,832,1303,594,216039,16080,49.0,0
39303,578,13198,546,864,2049,42771,56200,53.0,0
43673,577,38619,245,1878,599,15605,3728,56.0,0
47075,633,28265,670,3500,1824,173499,14798,51.0,0
130696,601,28585,314,2091,357,65079,5258,39.2,1
25970,493,18024,655,2647,1567,32624,10450,57.0,0
53508,509,13531,497,20916,413,136876,5872,41.6,1
25751,618,25165,393,6507,5014,127121,37930,52.0,0
21124,648,32398,263,13264,2858,181403,19229,49.0,0
93567,553,44614,307,13490,1012,83140,14482,55.0,0
118021,596,22507,313,9088,3385,52419,14141,47.2,1
38645,562,7884,323,6541,54,101523,33167,58.0,0
72159,591,38434,456,4231,8575,125998,13278,69.0,0
37332,572,19788,368,5137,1051,62690,12905,56.0,0
34513,504,21591,533,5782,1059,122937,8965,53.0,0
39714,646,24312,508,1017,3204,45910,103940,51.0,0
49540,505,20568,835,7081,596,90595,36707,54.0,0
37385,572,32413,453,3396,438,34779,13778,51.0,0
72861,650,54613,653,14245,779,85436,5497,42.0,0
117545,512,10260,220,3898,315,99134,17987,42.400000000000006,1
57297,567,14783,504,2173,3767,21474,29358,53.0,0
36517,549,15877,533,1388,2582,65317,21912,53.0,0
51292,609,29739,463,8853,987,150131,17677,57.0,0
43324,488,33012,318,9606,2791,77940,21736,52.0,0
15000,526,16012,489,4197,1877,150896,8210,61.0,0
153804,624,13972,432,5534,708,47864,7708,40.0,1
24681,599,16265,453,3283,1353,4636,45875,59.0,0
17477,601,40213,280,34079,1589,43256,6309,49.0,0
59734,548,24802,734,6925,1367,8292,21565,52.0,0
46844,587,42573,470,1115,1331,53979,20761,56.0,0
131352,586,18768,665,997,9811,34263,30410,41.6,1
75167,520,33913,519,16810,2224,62844,30961,54.0,0
77264,545,8380,220,1172,1303,171105,5051,50.0,0
85219,524,65642,433,7663,192,234188,4175,48.0,0
79727,513,19215,288,3070,1728,157678,12621,38.400000000000006,1
21583,595,32380,343,8685,4910,106469,10326,53.0,0
65814,631,9556,175,2402,849,62760,43411,55.0,0
23638,627,35225,476,1983,340,33130,26991,55.0,0
163935,561,16862,729,3768,44,74140,9108,36.0,1
67333,426,19562,254,76062,110,76172,23314,64.0,0
36900,553,16301,478,800,2220,69747,13021,52.0,0
60413,559,36182,405,6772,266,287521,24202,36.0,1
29216,593,15566,583,3735,4268,80538,34371,65.0,0
19381,572,28975,415,750,6880,40714,1550,58.0,0
70864,527,33281,461,753,523,66764,19281,50.0,0
30308,604,20835,362,2033,482,45640,4359,49.0,0
49272,545,13651,151,13408,5136,248610,15785,40.8,1
56078,588,30608,225,689,707,356950,42494,36.8,1
36588,565,67502,278,3589,631,95750,10886,56.0,0
20115,535,25893,540,1367,1876,101604,14964,50.0,0
61161,634,50661,642,3616,849,85294,12540,62.0,0
39817,589,18234,326,15560,1033,58089,39100,58.0,0
85176,627,21700,402,12751,236,86768,264619,37.6,1
220956,571,29985,346,1920,1141,58495,14182,45.6,1
15000,606,14185,331,9591,1113,44443,2972,58.0,0
30580,592,32990,188,2529,1815,15505,21960,65.0,0
47291,498,20145,369,17733,3443,342384,3389,51.0,0
69743,517,14922,91,831,371,150744,13884,40.8,1
57180,577,18521,396,5470,1681,107974,12710,58.0,0
102847,643,35072,645,2478,355,64656,21098,61.0,0
15624,560,39990,203,12503,1638,14141,25991,56.0,0
36961,599,29038,322,1134,784,49363,4474,56.0,0
92747,546,33204,850,10817,1576,114997,106500,54.0,0
28709,513,39214,483,1396,401,43663,22265,58.0,0
15000,594,26646,146,1254,1981,81789,4950,57.0,0
23306,560,11373,337,3649,919,11545,16785,55.0,0
67086,501,30390,420,392,755,27349,42453,49.0,0
56205,606,12502,189,10188,645,21929,58398,41.6,1
23414,603,7412,454,1750,8174,125942,54147,48.0,0
35338,604,25987,503,5135,2720,103378,41720,51.0,0
16824,589,30694,1197,2875,1551,136257,5782,50.0,0
29949,611,18742,567,4220,234,53486,9219,50.0,0
